Mod:Item:MetaData, Localized Name, Unlocalized Name, Is Block?, Class Name
minecraft:red_sandstone:0, Красный песчаник, tile.redSandStone.default, true, net.minecraft.item.ItemStack
minecraft:red_sandstone:1, Резной красный песчаник, tile.redSandStone.chiseled, true, net.minecraft.item.ItemStack
minecraft:red_sandstone:2, Резной красный песчаник, tile.redSandStone.smooth, true, net.minecraft.item.ItemStack
minecraft:red_sandstone_stairs, Ступеньки из красного песчаника, tile.stairsRedSandStone, true, net.minecraft.item.ItemBlock
minecraft:stone_slab2:0, Плита из красного песчаника, tile.stoneSlab2.red_sandstone, true, net.minecraft.item.ItemStack
minecraft:spruce_fence_gate, Еловая калитка, tile.spruceFenceGate, true, net.minecraft.item.ItemBlock
minecraft:birch_fence_gate, Берёзовая калитка, tile.birchFenceGate, true, net.minecraft.item.ItemBlock
minecraft:jungle_fence_gate, Калитка из тропического дерева, tile.jungleFenceGate, true, net.minecraft.item.ItemBlock
minecraft:dark_oak_fence_gate, Калитка из тёмного дуба, tile.darkOakFenceGate, true, net.minecraft.item.ItemBlock
minecraft:acacia_fence_gate, Акациевая калитка, tile.acaciaFenceGate, true, net.minecraft.item.ItemBlock
minecraft:spruce_fence, Еловый забор, tile.spruceFence, true, net.minecraft.item.ItemBlock
minecraft:birch_fence, Берёзовый забор, tile.birchFence, true, net.minecraft.item.ItemBlock
minecraft:jungle_fence, Забор из тропического дерева, tile.jungleFence, true, net.minecraft.item.ItemBlock
minecraft:dark_oak_fence, Забор из тёмного дуба, tile.darkOakFence, true, net.minecraft.item.ItemBlock
minecraft:acacia_fence, Акациевый забор, tile.acaciaFence, true, net.minecraft.item.ItemBlock
minecraft:end_rod, Стержень Энда, tile.endRod, true, net.minecraft.item.ItemBlock
minecraft:chorus_plant, Хорус, tile.chorusPlant, true, net.minecraft.item.ItemBlock
minecraft:chorus_flower, Цветок хоруса, tile.chorusFlower, true, net.minecraft.item.ItemBlock
minecraft:purpur_block, Пурпур, tile.purpurBlock, true, net.minecraft.item.ItemBlock
minecraft:purpur_pillar, Пурпуровый пилон, tile.purpurPillar, true, net.minecraft.item.ItemBlock
minecraft:purpur_stairs, Пурпуровые ступеньки, tile.stairsPurpur, true, net.minecraft.item.ItemBlock
minecraft:purpur_slab:0, Пурпуровая плита, tile.purpurSlab, true, net.minecraft.item.ItemStack
minecraft:end_bricks, Эндерняковые кирпичи, tile.endBricks, true, net.minecraft.item.ItemBlock
minecraft:grass_path, Тропа, tile.grassPath, true, net.minecraft.item.ItemBlock
minecraft:repeating_command_block, Повторяющий командный блок, tile.repeatingCommandBlock, true, net.minecraft.item.ItemBlock
minecraft:chain_command_block, Последовательный командный блок, tile.chainCommandBlock, true, net.minecraft.item.ItemBlock
minecraft:magma, Магма, tile.magma, true, net.minecraft.item.ItemBlock
minecraft:nether_wart_block, Блок нароста из Незера, tile.netherWartBlock, true, net.minecraft.item.ItemBlock
minecraft:red_nether_brick, Красный незеритовый кирпич, tile.redNetherBrick, true, net.minecraft.item.ItemBlock
minecraft:bone_block, Костный блок, tile.boneBlock, true, net.minecraft.item.ItemBlock
minecraft:structure_void, Пустой блок, tile.structureVoid, true, net.minecraft.item.ItemBlock
minecraft:observer, Наблюдатель, tile.observer, true, net.minecraft.item.ItemBlock
minecraft:white_shulker_box, Белый шалкеровый ящик, tile.shulkerBoxWhite, true, net.minecraft.item.ItemShulkerBox
minecraft:orange_shulker_box, Оранжевый шалкеровый ящик, tile.shulkerBoxOrange, true, net.minecraft.item.ItemShulkerBox
minecraft:magenta_shulker_box, Пурпурный шалкеровый ящик, tile.shulkerBoxMagenta, true, net.minecraft.item.ItemShulkerBox
minecraft:light_blue_shulker_box, Голубой шалкеровый ящик, tile.shulkerBoxLightBlue, true, net.minecraft.item.ItemShulkerBox
minecraft:yellow_shulker_box, Жёлтый шалкеровый ящик, tile.shulkerBoxYellow, true, net.minecraft.item.ItemShulkerBox
minecraft:lime_shulker_box, Лаймовый шалкеровый ящик, tile.shulkerBoxLime, true, net.minecraft.item.ItemShulkerBox
minecraft:pink_shulker_box, Розовый шалкеровый ящик, tile.shulkerBoxPink, true, net.minecraft.item.ItemShulkerBox
minecraft:gray_shulker_box, Серый шалкеровый ящик, tile.shulkerBoxGray, true, net.minecraft.item.ItemShulkerBox
minecraft:silver_shulker_box, Светло-серый шалкеровый ящик, tile.shulkerBoxSilver, true, net.minecraft.item.ItemShulkerBox
minecraft:cyan_shulker_box, Бирюзовый шалкеровый ящик, tile.shulkerBoxCyan, true, net.minecraft.item.ItemShulkerBox
minecraft:purple_shulker_box, Фиолетовый шалкеровый ящик, tile.shulkerBoxPurple, true, net.minecraft.item.ItemShulkerBox
minecraft:blue_shulker_box, Синий шалкеровый ящик, tile.shulkerBoxBlue, true, net.minecraft.item.ItemShulkerBox
minecraft:brown_shulker_box, Коричневый шалкеровый ящик, tile.shulkerBoxBrown, true, net.minecraft.item.ItemShulkerBox
minecraft:green_shulker_box, Зелёный шалкеровый ящик, tile.shulkerBoxGreen, true, net.minecraft.item.ItemShulkerBox
minecraft:red_shulker_box, Красный шалкеровый ящик, tile.shulkerBoxRed, true, net.minecraft.item.ItemShulkerBox
minecraft:black_shulker_box, Чёрный шалкеровый ящик, tile.shulkerBoxBlack, true, net.minecraft.item.ItemShulkerBox
minecraft:white_glazed_terracotta, Белая глазурованная керамика, tile.glazedTerracottaWhite, true, net.minecraft.item.ItemBlock
minecraft:orange_glazed_terracotta, Оранжевая глазурованная керамика, tile.glazedTerracottaOrange, true, net.minecraft.item.ItemBlock
minecraft:magenta_glazed_terracotta, Пурпурная глазурованная керамика, tile.glazedTerracottaMagenta, true, net.minecraft.item.ItemBlock
minecraft:light_blue_glazed_terracotta, Голубая глазурованная керамика, tile.glazedTerracottaLightBlue, true, net.minecraft.item.ItemBlock
minecraft:yellow_glazed_terracotta, Жёлтая глазурованная керамика, tile.glazedTerracottaYellow, true, net.minecraft.item.ItemBlock
minecraft:lime_glazed_terracotta, Лаймовая глазурованная керамика, tile.glazedTerracottaLime, true, net.minecraft.item.ItemBlock
minecraft:pink_glazed_terracotta, Розовая глазурованная керамика, tile.glazedTerracottaPink, true, net.minecraft.item.ItemBlock
minecraft:gray_glazed_terracotta, Серая глазурованная керамика, tile.glazedTerracottaGray, true, net.minecraft.item.ItemBlock
minecraft:silver_glazed_terracotta, Светло-серая глазурованная керамика, tile.glazedTerracottaSilver, true, net.minecraft.item.ItemBlock
minecraft:cyan_glazed_terracotta, Бирюзовая глазурованная керамика, tile.glazedTerracottaCyan, true, net.minecraft.item.ItemBlock
minecraft:purple_glazed_terracotta, Фиолетовая глазурованная керамика, tile.glazedTerracottaPurple, true, net.minecraft.item.ItemBlock
minecraft:blue_glazed_terracotta, Синяя глазурованная керамика, tile.glazedTerracottaBlue, true, net.minecraft.item.ItemBlock
minecraft:brown_glazed_terracotta, Коричневая глазурованная керамика, tile.glazedTerracottaBrown, true, net.minecraft.item.ItemBlock
minecraft:green_glazed_terracotta, Зелёная глазурованная керамика, tile.glazedTerracottaGreen, true, net.minecraft.item.ItemBlock
minecraft:red_glazed_terracotta, Красная глазурованная керамика, tile.glazedTerracottaRed, true, net.minecraft.item.ItemBlock
minecraft:black_glazed_terracotta, Чёрная глазурованная керамика, tile.glazedTerracottaBlack, true, net.minecraft.item.ItemBlock
minecraft:concrete:0, Белый бетон, tile.concrete.white, true, net.minecraft.item.ItemStack
minecraft:concrete:1, Оранжевый бетон, tile.concrete.orange, true, net.minecraft.item.ItemStack
minecraft:concrete:2, Пурпурный бетон, tile.concrete.magenta, true, net.minecraft.item.ItemStack
minecraft:concrete:3, Голубой бетон, tile.concrete.lightBlue, true, net.minecraft.item.ItemStack
minecraft:concrete:4, Жёлтый бетон, tile.concrete.yellow, true, net.minecraft.item.ItemStack
minecraft:concrete:5, Лаймовый бетон, tile.concrete.lime, true, net.minecraft.item.ItemStack
minecraft:concrete:6, Розовый бетон, tile.concrete.pink, true, net.minecraft.item.ItemStack
minecraft:concrete:7, Серый бетон, tile.concrete.gray, true, net.minecraft.item.ItemStack
minecraft:concrete:8, Светло-серый бетон, tile.concrete.silver, true, net.minecraft.item.ItemStack
minecraft:concrete:9, Бирюзовый бетон, tile.concrete.cyan, true, net.minecraft.item.ItemStack
minecraft:concrete:10, Фиолетовый бетон, tile.concrete.purple, true, net.minecraft.item.ItemStack
minecraft:concrete:11, Синий бетон, tile.concrete.blue, true, net.minecraft.item.ItemStack
minecraft:concrete:12, Коричневый бетон, tile.concrete.brown, true, net.minecraft.item.ItemStack
minecraft:concrete:13, Зелёный бетон, tile.concrete.green, true, net.minecraft.item.ItemStack
minecraft:concrete:14, Красный бетон, tile.concrete.red, true, net.minecraft.item.ItemStack
minecraft:concrete:15, Чёрный бетон, tile.concrete.black, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:0, Белый цемент, tile.concretePowder.white, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:1, Оранжевый цемент, tile.concretePowder.orange, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:2, Пурпурный цемент, tile.concretePowder.magenta, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:3, Голубой цемент, tile.concretePowder.lightBlue, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:4, Жёлтый цемент, tile.concretePowder.yellow, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:5, Лаймовый цемент, tile.concretePowder.lime, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:6, Розовый цемент, tile.concretePowder.pink, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:7, Серый цемент, tile.concretePowder.gray, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:8, Светло-серый цемент, tile.concretePowder.silver, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:9, Бирюзовый цемент, tile.concretePowder.cyan, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:10, Фиолетовый цемент, tile.concretePowder.purple, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:11, Синий цемент, tile.concretePowder.blue, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:12, Коричневый цемент, tile.concretePowder.brown, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:13, Зелёный цемент, tile.concretePowder.green, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:14, Красный цемент, tile.concretePowder.red, true, net.minecraft.item.ItemStack
minecraft:concrete_powder:15, Чёрный цемент, tile.concretePowder.black, true, net.minecraft.item.ItemStack
minecraft:structure_block, Блок-конструктор, tile.structureBlock, true, net.minecraft.item.ItemBlock
minecraft:iron_shovel, Железная лопата, item.shovelIron, false, net.minecraft.item.ItemSpade
minecraft:iron_pickaxe, Железная кирка, item.pickaxeIron, false, net.minecraft.item.ItemPickaxe
minecraft:iron_axe, Железный топор, item.hatchetIron, false, net.minecraft.item.ItemAxe
minecraft:flint_and_steel, Огниво, item.flintAndSteel, false, net.minecraft.item.ItemFlintAndSteel
minecraft:apple, Яблоко, item.apple, false, net.minecraft.item.ItemFood
minecraft:bow, Лук, item.bow, false, net.minecraft.item.ItemBow
minecraft:arrow, Железная стрела, item.arrow, false, net.minecraft.item.ItemArrow
minecraft:coal:0, Уголь, item.coal, false, net.minecraft.item.ItemStack
minecraft:coal:1, Древесный уголь, item.charcoal, false, net.minecraft.item.ItemStack
minecraft:diamond, Алмаз, item.diamond, false, net.minecraft.item.Item
minecraft:iron_ingot, Железный слиток, item.ingotIron, false, net.minecraft.item.Item
minecraft:gold_ingot, Золотой слиток, item.ingotGold, false, net.minecraft.item.Item
minecraft:iron_sword, Железный меч, item.swordIron, false, net.minecraft.item.ItemSword
minecraft:wooden_sword, Деревянный меч, item.swordWood, false, net.minecraft.item.ItemSword
minecraft:wooden_shovel, Деревянная лопата, item.shovelWood, false, net.minecraft.item.ItemSpade
minecraft:wooden_pickaxe, Деревянная кирка, item.pickaxeWood, false, net.minecraft.item.ItemPickaxe
minecraft:wooden_axe, Деревянный топор, item.hatchetWood, false, net.minecraft.item.ItemAxe
